SN,DateTime,Transaction,Transaction Price,Closing Price,Average,Investment,Portfolio,Money end,Real Time Portfolio Vlaue
82,2021-05-11 20:37:00,Buy,-50,56691.31,56732.22716928065,350.0,0.006194027363165853,1650.0,2001.1475253937178
83,2021-05-11 20:38:00,Sell,350.0,56734.49,56726.3782435779,0.0,2.4940446195240683e-05,2000.0,2001.4149834952593
84,2021-05-11 20:39:00,Buy,-50,56795.01,0,50.0,0.0009052994777369202,1950.0,2001.4164928910632
85,2021-05-11 20:40:00,Sell,50.0,56801.03,56795.01,0.0,2.503375016120544e-05,2000.0,2001.4219427939192
86,2021-05-11 20:41:00,Buy,-50,56756.74,0,50.0,0.0009059863912043661,1950.0,2001.4208340491246
87,2021-05-11 20:42:00,Buy,-50,56746.84,56756.74,100.0,0.0017870927224115313,1900.0,2001.4118647838516
88,2021-05-11 20:43:00,Buy,-50,56729.08,56751.7895682515,150.0,0.002668474898889627,1850.0,2001.3801260171015
89,2021-05-11 20:44:00,Buy,-50,56694.5,56744.21769221332,200.0,0.0035503946618295947,1800.0,2001.2878501550979
90,2021-05-11 20:45:00,Buy,-50,56660.0,56731.78009605528,250.0,0.004432851421448373,1750.0,2001.1653615392647
91,2021-05-11 20:46:00,Buy,-50,56658.82,56717.40953091537,300.0,0.0053153265594763095,1700.0,2001.1601307745875
92,2021-05-11 20:47:00,Buy,-50,56683.05,56707.636195819345,350.0,0.006197424470580246,1650.0,2001.2889211371237
93,2021-05-11 20:48:00,Buy,-50,56699.98,56704.122576387825,400.0,0.007079258996800537,1600.0,2001.3938435334105
94,2021-05-11 20:49:00,Sell,400.0,56757.28,56703.60472123598,0.0,3.170492091811219e-05,2000.0,2001.7994850739271
95,2021-05-11 20:50:00,Buy,-50,56742.75,0,50.0,0.0009128747619991314,1950.0,2001.7990244014263
96,2021-05-11 20:51:00,Sell,50.0,56749.72,56742.75,0.0,3.181314618851594e-05,2000.0,2001.8053871385173
97,2021-05-11 20:52:00,Buy,-50,56703.48,0,50.0,0.0009135932415195256,1950.0,2001.8039160986375
98,2021-05-11 20:53:00,Sell,50.0,56757.17,56703.48,0.0,3.264727469277928e-05,2000.0,2001.8529669197749
99,2021-05-11 20:54:00,Buy,-50,56827.1,0,50.0,0.0009125091715694455,1950.0,2001.855249943694
100,2021-05-11 20:55:00,Buy,-50,56804.92,56827.1,100.0,0.0017927146185624174,1900.0,2001.8350104902686
101,2021-05-11 20:56:00,Buy,-50,56811.83,56816.007835326694,150.0,0.002672813006521404,1850.0,2001.847398148283
102,2021-05-11 20:57:00,Buy,-50,56810.01,56814.61515527944,200.0,0.0035529395898471245,1800.0,2001.8425336286111
103,2021-05-11 20:58:00,Sell,200.0,56830.74,56813.46379646633,0.0,3.371742240746052e-05,2000.0,2001.9161860663085
104,2021-05-11 20:59:00,Buy,-50,56806.34,0,50.0,0.0009139008667201905,1950.0,2001.9153633612018
105,2021-05-11 21:00:00,Buy,-50,56790.69,56806.34,100.0,0.001794326866122557,1900.0,2001.9010608126378
106,2021-05-11 21:01:00,Sell,100.0,56828.05,56798.51392196786,0.0,3.463248984182958e-05,2000.0,2001.968096864356
107,2021-05-11 21:02:00,Buy,-50,56850.19,0,50.0,0.0009141370262382778,1950.0,2001.968863627681
108,2021-05-11 21:03:00,Buy,-50,56827.0,56850.19,100.0,0.001794000471431584,1900.0,2001.9476647900426
109,2021-05-11 21:04:00,Buy,-50,56800.0,56838.592634634966,150.0,0.002674282161572429,1850.0,2001.899226777314
110,2021-05-11 21:05:00,Sell,150.0,56838.71,56825.722597369306,0.0,3.5235638525019965e-05,2000.0,2002.0027482397884
111,2021-05-11 21:06:00,Buy,-50,56794.57,0,50.0,0.0009156014904013525,1950.0,2002.001192938704
112,2021-05-11 21:07:00,Buy,-50,56773.84,56794.57,100.0,0.0017962887928631905,1900.0,2001.982212519808
113,2021-05-11 21:08:00,Buy,-50,56766.47,56784.20310804387,150.0,0.0026770904351002362,1850.0,2001.9689738714046
114,2021-05-11 21:09:00,Buy,-50,56735.93,56778.290841136826,200.0,0.003558366198095573,1800.0,2001.8872155295167
115,2021-05-11 21:10:00,Buy,-50,56684.27,56767.69470171969,250.0,0.004440445124048046,1750.0,2001.7033903317229
116,2021-05-11 21:11:00,Buy,-50,56734.9,56750.990122395444,300.0,0.005321736886261428,1700.0,2001.9282100683536
117,2021-05-11 21:12:00,Buy,-50,56688.9,56748.30780158332,350.0,0.006203743769443144,1650.0,2001.6834101715854
118,2021-05-11 21:13:00,Buy,-50,56668.41,56739.81335060764,400.0,0.007086069566125987,1600.0,2001.5562954617494
119,2021-05-11 21:14:00,Buy,-50,56694.0,56730.87809289804,450.0,0.007967997106959232,1550.0,2001.7376279819468
120,2021-05-11 21:15:00,Buy,-50,56673.3,56726.77815797505,500.0,0.008850246773027733,1500.0,2001.5726904418327
121,2021-05-11 21:16:00,Buy,-50,56663.32,56721.42580092235,550.0,0.009732651828008627,1450.0,2001.4843649790378
122,2021-05-11 21:17:00,Buy,-50,56644.48,56716.13853146255,600.0,0.010615350371626645,1400.0,2001.3010018185983
123,2021-05-11 21:18:00,Buy,-50,56648.94,56710.16006308528,650.0,0.01149797941993717,1350.0,2001.3483462812555
124,2021-05-11 21:19:00,Buy,-50,56610.21,56705.44613009952,700.0,0.01238121232085734,1300.0,2000.9030295383213
125,2021-05-11 21:20:00,Buy,-50,56640.21,56698.63292401429,750.0,0.01326397740947548,1250.0,2001.2744659079472
126,2021-05-11 21:21:00,Buy,-50,56635.38,56694.734313051296,800.0,0.014146817782401379,1200.0,2001.2104008970593
127,2021-05-11 21:22:00,Buy,-50,56640.51,56691.021023971814,850.0,0.015029578195399072,1150.0,2001.2829740722832
128,2021-05-11 21:23:00,Buy,-50,56642.95,56688.04729356562,900.0,0.0159123005818567,1100.0,2001.31964624308
129,2021-05-11 21:24:00,Buy,-50,56634.48,56685.54000454582,950.0,0.016795154984333777,1050.0,2001.1848690571517
130,2021-05-11 21:25:00,Buy,-50,56650.01,56682.850340659395,1000.0,0.0176777673616308,1000.0,2001.4456978140583
131,2021-05-11 21:26:00,Buy,-50,56654.9,56681.207419360144,1050.0,0.01856030355885293,950.0,2001.532142096457
132,2021-05-11 21:27:00,Buy,-50,56645.35,56679.9541311163,1100.0,0.01944298854535226,900.0,2001.3548911974697
133,2021-05-11 21:28:00,Buy,-50,56645.12,56678.38029888782,1150.0,0.02032567711587696,850.0,2001.3504193101044
134,2021-05-11 21:29:00,Buy,-50,56576.7,56676.93338676847,1200.0,0.021209433149721284,800.0,1999.959736481836
135,2021-05-11 21:30:00,Buy,-50,56629.62,56672.74990542035,1250.0,0.0220923633194805,750.0,2001.0821396841195
136,2021-05-11 21:31:00,Sell,1250.0,56721.67,56671.0234478659,0.0,5.493035955530731e-05,2000.0,2003.1157417276775
137,2021-05-11 21:32:00,Buy,-50,56739.21,0,50.0,0.0009361551774546049,1950.0,2003.1167052061842
138,2021-05-11 21:33:00,Buy,-50,56723.53,56739.21,100.0,0.0018176235910036206,1900.0,2003.1020262930017
139,2021-05-11 21:34:00,Sell,100.0,56739.95,56731.36891655005,0.0,5.5196940997760376e-05,2000.0,2003.1318716723658
140,2021-05-11 21:35:00,Buy,-50,56720.09,0,50.0,0.0009367188144644633,1950.0,2003.1307754611178
141,2021-05-11 21:36:00,Sell,50.0,56729.74,56720.09,0.0,5.53468920830105e-05,2000.0,2003.1398147976772
142,2021-05-11 21:37:00,Buy,-50,56728.01,0,50.0,0.0009367456931338494,1950.0,2003.1397190475539
143,2021-05-11 21:38:00,Buy,-50,56713.71,56728.01,100.0,0.001818366733266826,1900.0,2003.126323584142
144,2021-05-11 21:39:00,Buy,-50,56697.16,56720.859098700195,150.0,0.0027002451201207705,1850.0,2003.0962296147065
145,2021-05-11 21:40:00,Buy,-50,56680.19,56712.95719808638,200.0,0.0035823875406031293,1800.0,2003.0504064550182
146,2021-05-11 21:41:00,Buy,-50,56671.3,56704.76184727735,250.0,0.00446466834234934,1750.0,2003.0185590297822
147,2021-05-11 21:42:00,Buy,-50,56672.62,56698.06631696123,300.0,0.005346928594301694,1700.0,2003.0244523919941
148,2021-05-11 21:43:00,Buy,-50,56605.14,56693.82367737314,350.0,0.006230240604483101,1650.0,2002.6636416504507
149,2021-05-11 21:44:00,Buy,-50,56535.74,56681.13757118585,400.0,0.007114636917328746,1600.0,2002.2312629524995
150,2021-05-11 21:45:00,Buy,-50,56549.56,56662.92198925146,450.0,0.00799881709485798,1550.0,2002.329587234697
151,2021-05-11 21:46:00,Buy,-50,56536.44,56650.30377312893,500.0,0.008883202457643468,1500.0,2002.2246427544126
152,2021-05-11 21:47:00,Buy,-50,56439.99,56638.89676113616,550.0,0.00976909914189164,1450.0,2001.367857877373
153,2021-05-11 21:48:00,Buy,-50,56406.46,56620.75641375716,600.0,0.010655522434542873,1400.0,2001.0402999831451
154,2021-05-11 21:49:00,Buy,-50,56338.44,56602.83620744311,650.0,0.011543015946965296,1350.0,2000.3155113471475
155,2021-05-11 21:50:00,Buy,-50,56328.53,56582.409964513085,700.0,0.012430665598039094,1300.0,2000.201120059113
156,2021-05-11 21:51:00,Buy,-50,56355.55,56564.199810312675,750.0,0.01331788966026544,1250.0,2000.5369966435721
157,2021-05-11 21:52:00,Buy,-50,56394.53,56550.24176806361,800.0,0.014204500471633139,1200.0,2001.0561279825292
158,2021-05-11 21:53:00,Buy,-50,56373.52,56540.48459522312,850.0,0.015091441716387769,1150.0,2000.75769142762
159,2021-05-11 21:54:00,Buy,-50,56380.09,56530.63577558959,900.0,0.0159782796054369,1100.0,2000.856842199697
160,2021-05-11 21:55:00,Buy,-50,56430.22,56522.251032638495,950.0,0.016864329668683155,1050.0,2001.6578333563175
161,2021-05-11 21:56:00,Buy,-50,56462.92,56517.399810921284,1000.0,0.01774986658388343,1000.0,2002.2092969364835
162,2021-05-11 21:57:00,Buy,-50,56422.18,56514.673323593895,1050.0,0.01863604290674086,950.0,2001.486167371856
163,2021-05-11 21:58:00,Buy,-50,56501.61,56510.262003731244,1100.0,0.019520973442348606,900.0,2002.9664282599385
164,2021-05-11 21:59:00,Sell,1100.0,56510.26,56509.86867335083,0.0,5.54816891696272e-05,2000.0,2003.135284680215
165,2021-05-11 22:00:00,Buy,-50,56574.27,0,50.0,0.000939275682446076,1950.0,2003.1388360631386
166,2021-05-11 22:01:00,Sell,50.0,56627.41,56574.27,0.0,5.6311054538848884e-05,2000.0,2003.1887491729037
167,2021-05-11 22:02:00,Buy,-50,56544.33,0,50.0,0.0009405730132533654,1950.0,2003.1840708504926
168,2021-05-11 22:03:00,Buy,-50,56415.96,56544.33,100.0,0.0018268470392559363,1900.0,2003.0633294927813
169,2021-05-11 22:04:00,Buy,-50,56375.16,56480.072059071375,150.0,0.0027137624821566746,1850.0,2002.9887941335796
170,2021-05-11 22:05:00,Buy,-50,56438.97,56445.0580135201,200.0,0.00359967517687807,1800.0,2003.161959317566
171,2021-05-11 22:06:00,Sell,200.0,56530.34,56443.535887010694,0.0,6.175200146465477e-05,2000.0,2003.4908616384773
172,2021-05-11 22:07:00,Buy,-50,56520.59,0,50.0,0.0009463853713569365,1950.0,2003.4902595564631
173,2021-05-11 22:08:00,Sell,50.0,56561.64,56520.59,0.0,6.239403022892116e-05,2000.0,2003.5291086759573
174,2021-05-11 22:09:00,Buy,-50,56529.01,0,50.0,0.0009468956339187788,1950.0,2003.527072758751
175,2021-05-11 22:10:00,Buy,-50,56468.27,56529.01,100.0,0.0018323486502764609,1900.0,2003.4695583179468
176,2021-05-11 22:11:00,Sell,100.0,56534.0,56498.623675060146,0.0,6.350158479374239e-05,2000.0,2003.5899985947294
177,2021-05-11 22:12:00,Buy,-50,56464.13,0,50.0,0.0009490195233504864,1950.0,2003.5855617389998
178,2021-05-11 22:13:00,Sell,50.0,56493.4,56464.13,0.0,6.396038369877485e-05,2000.0,2003.6133395404484
179,2021-05-11 22:14:00,Buy,-50,56494.03,0,50.0,0.0009490096535065758,1950.0,2003.6133798354902
180,2021-05-11 22:15:00,Sell,50.0,56500.0,56494.03,0.0,6.405390129418642e-05,2000.0,2003.6190454231216
181,2021-05-11 22:16:00,Buy,-50,56494.05,0,50.0,0.0009491028577772142,1950.0,2003.618664302409
182,2021-05-11 22:17:00,Buy,-50,56474.76,56494.05,100.0,0.0018344541191194492,1900.0,2003.6003561082823
183,2021-05-11 22:18:00,Buy,-50,56387.35,56484.40335306711,150.0,0.0027211778257664188,1850.0,2003.4400064737301
184,2021-05-11 22:19:00,Buy,-50,56417.87,56452.01513504627,200.0,0.00360742184738581,1800.0,2003.5230568209724
185,2021-05-11 22:20:00,Buy,-50,56371.03,56443.47497713365,250.0,0.004494402269776531,1750.0,2003.3540851816408
186,2021-05-11 22:21:00,Buy,-50,56405.23,56428.971089160594,300.0,0.00538084489220711,1700.0,2003.5077937392673
187,2021-05-11 22:22:00,Buy,-50,56394.43,56425.01285319254,350.0,0.006267457275735058,1650.0,2003.4496806144314
188,2021-05-11 22:23:00,Sell,350.0,56425.37,56420.64184348586,0.0,6.457371467023885e-05,2000.0,2003.6435957425426
189,2021-05-11 22:24:00,Buy,-50,56456.43,0,50.0,0.0009502124275679549,1950.0,2003.6456014021203
190,2021-05-11 22:25:00,Buy,-50,56446.21,56456.43,100.0,0.0018360114918452553,1900.0,2003.6358902311106
191,2021-05-11 22:26:00,Sell,100.0,56506.19,56451.3195374404,0.0,6.62938732976237e-05,2000.0,2003.7460142003915
192,2021-05-11 22:27:00,Buy,-50,56517.26,0,50.0,0.0009509793658356554,1950.0,2003.7467480735688
193,2021-05-11 22:28:00,Sell,50.0,56538.16,56517.26,0.0,6.662090776061373e-05,2000.0,2003.7666235423148
194,2021-05-11 22:29:00,Buy,-50,56523.32,0,50.0,0.0009512115510561597,1950.0,2003.7656348880437
195,2021-05-11 22:30:00,Sell,50.0,56538.14,56523.32,0.0,6.68527801450543e-05,2000.0,2003.7797318432304
196,2021-05-11 22:31:00,Buy,-50,56602.54,0,50.0,0.0009502053646757132,1950.0,2003.7840371622717
197,2021-05-11 22:32:00,Buy,-50,56558.93,56602.54,100.0,0.0018342390619185713,1900.0,2003.7425987063182
198,2021-05-11 22:33:00,Buy,-50,56539.71,56580.72659682134,150.0,0.002718573275871915,1850.0,2003.707344631548
199,2021-05-11 22:34:00,Buy,-50,56551.01,56567.04778717022,200.0,0.003602730782519453,1800.0,2003.7380645095654
200,2021-05-11 22:35:00,Buy,-50,56529.99,56563.037487633,250.0,0.004487217052550635,1750.0,2003.6623351085168
201,2021-05-11 22:36:00,Buy,-50,56528.81,56556.424899332786,300.0,0.005371721785623912,1700.0,2003.6570401923948
202,2021-05-11 22:37:00,Buy,-50,56514.24,56551.820542629925,350.0,0.006256454553860731,1650.0,2003.5787742059783
203,2021-05-11 22:38:00,Buy,-50,56438.21,56546.448833959745,400.0,0.007142379178330572,1600.0,2003.1030959662482
204,2021-05-11 22:39:00,Buy,-50,56454.99,56532.89628070329,450.0,0.008028040481255256,1550.0,2003.2229450888608
205,2021-05-11 22:40:00,Buy,-50,56492.49,56524.22941080094,500.0,0.008913113877736807,1500.0,2003.5239966069078
206,2021-05-11 22:41:00,Buy,-50,56492.15,56521.05386490533,550.0,0.009798192601063854,1450.0,2003.5209661481895
207,2021-05-11 22:42:00,Buy,-50,56489.29,56518.42501869088,600.0,0.010683316135100129,1400.0,2003.4929433173504
208,2021-05-11 22:43:00,Buy,-50,56464.49,56515.99595264076,650.0,0.01156882842787033,1350.0,2003.2279970772
209,2021-05-11 22:44:00,Buy,-50,56487.53,56512.03062045687,700.0,0.012453979539983038,1300.0,2003.494542884178
210,2021-05-11 22:45:00,Buy,-50,56425.55,56510.27987132309,750.0,0.013340102936210456,1250.0,2002.7226452322898
211,2021-05-11 22:46:00,Buy,-50,56412.88,56504.62329735244,800.0,0.01422642535052435,1200.0,2002.5536261280881
212,2021-05-11 22:47:00,Buy,-50,56397.95,56498.8805999368,850.0,0.015112982397367365,1150.0,2002.3412255976048
213,2021-05-11 22:48:00,Buy,-50,56387.68,56492.93350677114,900.0,0.015999700914603756,1100.0,2002.186015268384
214,2021-05-11 22:49:00,Buy,-50,56463.91,56487.07578235989,950.0,0.01688522230339883,1050.0,2003.405672469104
215,2021-05-11 22:50:00,Buy,-50,56405.72,56485.85605676524,1000.0,0.017771657225247182,1000.0,2002.4231213832695
216,2021-05-11 22:51:00,Buy,-50,56389.49,56481.843846439144,1050.0,0.018658347280433,950.0,2002.1346873865036
217,2021-05-11 22:52:00,Buy,-50,56367.43,56477.43918509282,1100.0,0.019545384351308856,900.0,2001.7230842454974
218,2021-05-11 22:53:00,Buy,-50,56382.11,56472.42945297017,1150.0,0.020432190467646112,850.0,2002.0100104877745
219,2021-05-11 22:54:00,Buy,-50,56340.61,56468.496503536815,1200.0,0.02131964979760367,800.0,2001.1620745833673
220,2021-05-11 22:55:00,Buy,-50,56388.74,56463.15630898989,1250.0,0.02220635164623515,750.0,2002.1881893281259
221,2021-05-11 22:56:00,Buy,-50,56390.04,56460.175885668265,1300.0,0.023093033053093525,700.0,2002.217057585266
222,2021-05-11 22:57:00,Buy,-50,56400.0,56457.47512570555,1350.0,0.023979557875788562,650.0,2002.447064194475
223,2021-05-11 22:58:00,Buy,-50,56431.09,56455.34432848199,1400.0,0.024865594278771386,600.0,2003.1925886488332
224,2021-05-11 22:59:00,Buy,-50,56399.99,56454.47774345927,1450.0,0.0257521192586517,550.0,2002.4192686667634
225,2021-05-11 23:00:00,Buy,-50,56451.01,56452.597103220854,1500.0,0.026637843003895587,500.0,2003.73314179134
226,2021-05-11 23:01:00,Sell,1500.0,56541.75,56452.54419834237,0.0,0.00010877377628943849,2000.0,2006.1502596655134
227,2021-05-11 23:02:00,Buy,-50,56577.19,0,50.0,0.000992522156157721,1950.0,2006.1541146081452
